Uke,År,Navn,Lokalitetsnummer,Lokalitetsnavn,Tiltak,Virkestoff,Type behandling,Rensefisk,Omfang,Antall,Lat,Lon,Lokalitetskapasitet
8,2022,MOWI ASA,21755,Tendalsvik,medikamentell,Azamethiphos,badebehandling,Ingen,deler av lokaliteten,,59.73605,5.884,2640.0
20,2021,MOWI ASA,21755,Tendalsvik,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,59.73605,5.884,2640.0
15,2020,MOWI ASA,21755,Tendalsvik,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,59.73605,5.884,2640.0
9,2020,MOWI ASA,21755,Tendalsvik,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,59.73605,5.884,2640.0
2,2020,MOWI ASA,21755,Tendalsvik,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,59.73605,5.884,2640.0
8,2022,MOWI ASA,13841,Brunsvik,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.910183,5.29085,5460.0
7,2022,MOWI ASA,13841,Brunsvik,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.910183,5.29085,5460.0
5,2022,MOWI ASA,13841,Brunsvik,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.910183,5.29085,5460.0
4,2022,MOWI ASA,13841,Brunsvik,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.910183,5.29085,5460.0
22,2021,MOWI ASA,13841,Brunsvik,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,61.910183,5.29085,5460.0
21,2021,MOWI ASA,13841,Brunsvik,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,61.910183,5.29085,5460.0
49,2020,MOWI ASA,13841,Brunsvik,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.910183,5.29085,5460.0
47,2020,MOWI ASA,13841,Brunsvik,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,61.910183,5.29085,5460.0
44,2020,MOWI ASA,13841,Brunsvik,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.910183,5.29085,5460.0
43,2020,MOWI ASA,13841,Brunsvik,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.910183,5.29085,5460.0
39,2020,MOWI ASA,13841,Brunsvik,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,61.910183,5.29085,5460.0
38,2020,MOWI ASA,13841,Brunsvik,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.910183,5.29085,5460.0
31,2020,MOWI ASA,13841,Brunsvik,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,61.910183,5.29085,5460.0
30,2020,MOWI ASA,13841,Brunsvik,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.910183,5.29085,5460.0
18,2020,MOWI ASA,13841,Brunsvik,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,61.910183,5.29085,5460.0
10,2020,MOWI ASA,13841,Brunsvik,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.910183,5.29085,5460.0
8,2022,MOWI ASA,11893,Fosså,medikamentell,Azamethiphos,badebehandling,Ingen,deler av lokaliteten,,59.2699,6.14295,3600.0
6,2022,MOWI ASA,11893,Fosså,medikamentell,Azamethiphos,badebehandling,Ingen,deler av lokaliteten,,59.2699,6.14295,3600.0
1,2022,MOWI ASA,11893,Fosså,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,59.2699,6.14295,3600.0
48,2021,MOWI ASA,11893,Fosså,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,59.2699,6.14295,3600.0
45,2021,MOWI ASA,11893,Fosså,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.2699,6.14295,3600.0
44,2021,MOWI ASA,11893,Fosså,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.2699,6.14295,3600.0
42,2021,MOWI ASA,11893,Fosså,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.2699,6.14295,3600.0
38,2021,MOWI ASA,11893,Fosså,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.2699,6.14295,3600.0
37,2021,MOWI ASA,11893,Fosså,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.2699,6.14295,3600.0
36,2021,MOWI ASA,11893,Fosså,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.2699,6.14295,3600.0
32,2021,MOWI ASA,11893,Fosså,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.2699,6.14295,3600.0
31,2021,MOWI ASA,11893,Fosså,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.2699,6.14295,3600.0
28,2021,MOWI ASA,11893,Fosså,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.2699,6.14295,3600.0
25,2021,MOWI ASA,11893,Fosså,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.2699,6.14295,3600.0
5,2021,MOWI ASA,11893,Fosså,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,59.2699,6.14295,3600.0
4,2021,MOWI ASA,11893,Fosså,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,59.2699,6.14295,3600.0
12,2020,MOWI ASA,11893,Fosså,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.2699,6.14295,3600.0
11,2020,MOWI ASA,11893,Fosså,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.2699,6.14295,3600.0
6,2020,MOWI ASA,11893,Fosså,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,59.2699,6.14295,3600.0
3,2020,MOWI ASA,11893,Fosså,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,59.2699,6.14295,3600.0
8,2022,MOWI ASA,31357,Geitryggen,medikamentell,Annet virkestoff,badebehandling,Ingen,deler av lokaliteten,,64.75127,11.189217,4680.0
52,2021,MOWI ASA,31357,Geitryggen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.75127,11.189217,4680.0
48,2021,MOWI ASA,31357,Geitryggen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.75127,11.189217,4680.0
47,2021,MOWI ASA,31357,Geitryggen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.75127,11.189217,4680.0
46,2021,MOWI ASA,31357,Geitryggen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.75127,11.189217,4680.0
42,2021,MOWI ASA,31357,Geitryggen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.75127,11.189217,4680.0
39,2021,MOWI ASA,31357,Geitryggen,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,64.75127,11.189217,4680.0
35,2021,MOWI ASA,31357,Geitryggen,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,64.75127,11.189217,4680.0
34,2021,MOWI ASA,31357,Geitryggen,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,64.75127,11.189217,4680.0
30,2021,MOWI ASA,31357,Geitryggen,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,64.75127,11.189217,4680.0
29,2021,MOWI ASA,31357,Geitryggen,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,64.75127,11.189217,4680.0
27,2020,MOWI ASA,31357,Geitryggen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.75127,11.189217,4680.0
26,2020,MOWI ASA,31357,Geitryggen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.75127,11.189217,4680.0
14,2020,MOWI ASA,31357,Geitryggen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.75127,11.189217,4680.0
13,2020,MOWI ASA,31357,Geitryggen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.75127,11.189217,4680.0
10,2020,MOWI ASA,31357,Geitryggen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.75127,11.189217,4680.0
8,2022,GRIEG SEAFOOD ROGALAND AS,45038,Hundaneset,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.308735,6.165483,2340.0
15,2021,GRIEG SEAFOOD ROGALAND AS,45038,Hundaneset,medikamentell,Azamethiphos,badebehandling,Ingen,deler av lokaliteten,,59.308735,6.165483,2340.0
3,2021,GRIEG SEAFOOD ROGALAND AS,45038,Hundaneset,medikamentell,Hydrogenperoksid,badebehandling,Ingen,deler av lokaliteten,,59.308735,6.165483,2340.0
8,2022,MOWI ASA,13629,Munkholmen,medikamentell,Azamethiphos,badebehandling,Ingen,deler av lokaliteten,,59.285484,5.631317,4680.0
6,2022,MOWI ASA,13629,Munkholmen,medikamentell,Azamethiphos,badebehandling,Ingen,deler av lokaliteten,,59.285484,5.631317,4680.0
3,2022,MOWI ASA,13629,Munkholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.285484,5.631317,4680.0
50,2021,MOWI ASA,13629,Munkholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.285484,5.631317,4680.0
49,2021,MOWI ASA,13629,Munkholmen,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,59.285484,5.631317,4680.0
49,2021,MOWI ASA,13629,Munkholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.285484,5.631317,4680.0
44,2020,MOWI ASA,13629,Munkholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.285484,5.631317,4680.0
37,2020,MOWI ASA,13629,Munkholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.285484,5.631317,4680.0
32,2020,MOWI ASA,13629,Munkholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.285484,5.631317,4680.0
30,2020,MOWI ASA,13629,Munkholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.285484,5.631317,4680.0
29,2020,MOWI ASA,13629,Munkholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.285484,5.631317,4680.0
28,2020,MOWI ASA,13629,Munkholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.285484,5.631317,4680.0
26,2020,MOWI ASA,13629,Munkholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.285484,5.631317,4680.0
25,2020,MOWI ASA,13629,Munkholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.285484,5.631317,4680.0
20,2020,MOWI ASA,13629,Munkholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.285484,5.631317,4680.0
9,2020,MOWI ASA,13629,Munkholmen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.285484,5.631317,4680.0
8,2020,MOWI ASA,13629,Munkholmen,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,59.285484,5.631317,4680.0
8,2022,SALMAR FARMING AS,24696,Ørnøya II,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.758484,8.450367,3900.0
7,2022,SALMAR FARMING AS,24696,Ørnøya II,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.758484,8.450367,3900.0
49,2021,SALMAR FARMING AS,24696,Ørnøya II,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.758484,8.450367,3900.0
43,2021,SALMAR FARMING AS,24696,Ørnøya II,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.758484,8.450367,3900.0
40,2021,SALMAR FARMING AS,24696,Ørnøya II,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.758484,8.450367,3900.0
37,2021,SALMAR FARMING AS,24696,Ørnøya II,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.758484,8.450367,3900.0
30,2021,SALMAR FARMING AS,24696,Ørnøya II,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,63.758484,8.450367,3900.0
29,2021,SALMAR FARMING AS,24696,Ørnøya II,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,63.758484,8.450367,3900.0
27,2020,SALMAR FARMING AS,24696,Ørnøya II,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.758484,8.450367,3900.0
7,2022,SALMAR FARMING AS,24695,Årnes,medikamentell,Annet virkestoff,badebehandling,Ingen,deler av lokaliteten,,64.5961,11.273417,4680.0
6,2022,SALMAR FARMING AS,24695,Årnes,medikamentell,Annet virkestoff,badebehandling,Ingen,deler av lokaliteten,,64.5961,11.273417,4680.0
45,2020,SALMAR FARMING AS,24695,Årnes,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.5961,11.273417,4680.0
42,2020,SALMAR FARMING AS,24695,Årnes,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.5961,11.273417,4680.0
40,2020,SALMAR FARMING AS,24695,Årnes,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.5961,11.273417,4680.0
37,2020,SALMAR FARMING AS,24695,Årnes,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.5961,11.273417,4680.0
36,2020,SALMAR FARMING AS,24695,Årnes,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.5961,11.273417,4680.0
34,2020,SALMAR FARMING AS,24695,Årnes,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.5961,11.273417,4680.0
33,2020,SALMAR FARMING AS,24695,Årnes,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.5961,11.273417,4680.0
32,2020,SALMAR FARMING AS,24695,Årnes,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.5961,11.273417,4680.0
31,2020,SALMAR FARMING AS,24695,Årnes,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.5961,11.273417,4680.0
29,2020,SALMAR FARMING AS,24695,Årnes,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.5961,11.273417,4680.0
28,2020,SALMAR FARMING AS,24695,Årnes,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.5961,11.273417,4680.0
24,2020,SALMAR FARMING AS,24695,Årnes,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.5961,11.273417,4680.0
22,2020,SALMAR FARMING AS,24695,Årnes,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.5961,11.273417,4680.0
17,2020,SALMAR FARMING AS,24695,Årnes,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.5961,11.273417,4680.0
16,2020,SALMAR FARMING AS,24695,Årnes,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,64.5961,11.273417,4680.0
7,2022,LERØY AURORA AS,15657,Kågen,medikamentell,Azamethiphos,badebehandling,Ingen,deler av lokaliteten,,69.94662,20.752768,5400.0
6,2022,LERØY AURORA AS,15657,Kågen,medikamentell,Azamethiphos,badebehandling,Ingen,hele lokaliteten,,69.94662,20.752768,5400.0
45,2021,LERØY AURORA AS,15657,Kågen,medikamentell,Hydrogenperoksid,badebehandling,Ingen,hele lokaliteten,,69.94662,20.752768,5400.0
37,2021,LERØY AURORA AS,15657,Kågen,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,69.94662,20.752768,5400.0
36,2021,LERØY AURORA AS,15657,Kågen,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,69.94662,20.752768,5400.0
1,2021,LERØY AURORA AS,15657,Kågen,medikamentell,Hydrogenperoksid,badebehandling,Ingen,deler av lokaliteten,,69.94662,20.752768,5400.0
46,2020,LERØY AURORA AS,15657,Kågen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.94662,20.752768,5400.0
43,2020,LERØY AURORA AS,15657,Kågen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.94662,20.752768,5400.0
42,2020,LERØY AURORA AS,15657,Kågen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.94662,20.752768,5400.0
7,2022,MOWI ASA,35377,Kveitskjeret,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.82503,8.444633,6240.0
52,2021,MOWI ASA,35377,Kveitskjeret,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.82503,8.444633,6240.0
51,2021,MOWI ASA,35377,Kveitskjeret,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.82503,8.444633,6240.0
47,2021,MOWI ASA,35377,Kveitskjeret,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.82503,8.444633,6240.0
41,2021,MOWI ASA,35377,Kveitskjeret,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.82503,8.444633,6240.0
40,2021,MOWI ASA,35377,Kveitskjeret,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.82503,8.444633,6240.0
37,2021,MOWI ASA,35377,Kveitskjeret,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.82503,8.444633,6240.0
28,2021,MOWI ASA,35377,Kveitskjeret,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,63.82503,8.444633,6240.0
27,2021,MOWI ASA,35377,Kveitskjeret,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,63.82503,8.444633,6240.0
29,2020,MOWI ASA,35377,Kveitskjeret,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.82503,8.444633,6240.0
27,2020,MOWI ASA,35377,Kveitskjeret,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.82503,8.444633,6240.0
26,2020,MOWI ASA,35377,Kveitskjeret,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.82503,8.444633,6240.0
20,2020,MOWI ASA,35377,Kveitskjeret,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.82503,8.444633,6240.0
19,2020,MOWI ASA,35377,Kveitskjeret,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.82503,8.444633,6240.0
18,2020,MOWI ASA,35377,Kveitskjeret,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.82503,8.444633,6240.0
6,2020,MOWI ASA,35377,Kveitskjeret,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,63.82503,8.444633,6240.0
5,2020,MOWI ASA,35377,Kveitskjeret,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.82503,8.444633,6240.0
7,2022,MOWI ASA,11928,Langavika,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.230766,6.004483,6720.0
6,2022,MOWI ASA,11928,Langavika,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.230766,6.004483,6720.0
49,2021,MOWI ASA,11928,Langavika,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,59.230766,6.004483,6720.0
47,2021,MOWI ASA,11928,Langavika,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.230766,6.004483,6720.0
4,2021,MOWI ASA,11928,Langavika,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,59.230766,6.004483,6720.0
3,2021,MOWI ASA,11928,Langavika,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,59.230766,6.004483,6720.0
2,2021,MOWI ASA,11928,Langavika,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,59.230766,6.004483,6720.0
18,2020,MOWI ASA,11928,Langavika,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.230766,6.004483,6720.0
17,2020,MOWI ASA,11928,Langavika,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.230766,6.004483,6720.0
9,2020,MOWI ASA,11928,Langavika,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,59.230766,6.004483,6720.0
8,2020,MOWI ASA,11928,Langavika,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.230766,6.004483,6720.0
7,2020,MOWI ASA,11928,Langavika,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.230766,6.004483,6720.0
6,2020,MOWI ASA,11928,Langavika,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.230766,6.004483,6720.0
5,2020,MOWI ASA,11928,Langavika,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.230766,6.004483,6720.0
7,2022,MOWI ASA,12966,Lindvik,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.474068,5.976433,3120.0
2,2022,MOWI ASA,12966,Lindvik,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,59.474068,5.976433,3120.0
49,2021,MOWI ASA,12966,Lindvik,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.474068,5.976433,3120.0
48,2021,MOWI ASA,12966,Lindvik,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.474068,5.976433,3120.0
35,2021,MOWI ASA,12966,Lindvik,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.474068,5.976433,3120.0
31,2021,MOWI ASA,12966,Lindvik,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.474068,5.976433,3120.0
21,2021,MOWI ASA,12966,Lindvik,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,59.474068,5.976433,3120.0
20,2021,MOWI ASA,12966,Lindvik,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,59.474068,5.976433,3120.0
19,2021,MOWI ASA,12966,Lindvik,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,59.474068,5.976433,3120.0
17,2021,MOWI ASA,12966,Lindvik,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,59.474068,5.976433,3120.0
16,2021,MOWI ASA,12966,Lindvik,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.474068,5.976433,3120.0
8,2020,MOWI ASA,12966,Lindvik,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,59.474068,5.976433,3120.0
1,2020,MOWI ASA,12966,Lindvik,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.474068,5.976433,3120.0
7,2022,MOWI ASA,13550,Marøy Nø,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,61.847935,5.295383,3120.0
2,2022,MOWI ASA,13550,Marøy Nø,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.847935,5.295383,3120.0
1,2022,MOWI ASA,13550,Marøy Nø,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.847935,5.295383,3120.0
47,2021,MOWI ASA,13550,Marøy Nø,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,61.847935,5.295383,3120.0
46,2021,MOWI ASA,13550,Marøy Nø,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,61.847935,5.295383,3120.0
38,2021,MOWI ASA,13550,Marøy Nø,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,61.847935,5.295383,3120.0
37,2021,MOWI ASA,13550,Marøy Nø,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,61.847935,5.295383,3120.0
50,2020,MOWI ASA,13550,Marøy Nø,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,61.847935,5.295383,3120.0
47,2020,MOWI ASA,13550,Marøy Nø,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.847935,5.295383,3120.0
46,2020,MOWI ASA,13550,Marøy Nø,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,61.847935,5.295383,3120.0
41,2020,MOWI ASA,13550,Marøy Nø,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.847935,5.295383,3120.0
38,2020,MOWI ASA,13550,Marøy Nø,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.847935,5.295383,3120.0
32,2020,MOWI ASA,13550,Marøy Nø,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.847935,5.295383,3120.0
31,2020,MOWI ASA,13550,Marøy Nø,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.847935,5.295383,3120.0
29,2020,MOWI ASA,13550,Marøy Nø,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.847935,5.295383,3120.0
17,2020,MOWI ASA,13550,Marøy Nø,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.847935,5.295383,3120.0
11,2020,MOWI ASA,13550,Marøy Nø,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,61.847935,5.295383,3120.0
8,2020,MOWI ASA,13550,Marøy Nø,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,61.847935,5.295383,3120.0
7,2020,MOWI ASA,13550,Marøy Nø,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,61.847935,5.295383,3120.0
7,2022,SALMAR FARMING AS,37197,Ruggstein,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.770084,8.476033,6240.0
48,2021,SALMAR FARMING AS,37197,Ruggstein,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.770084,8.476033,6240.0
47,2021,SALMAR FARMING AS,37197,Ruggstein,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.770084,8.476033,6240.0
42,2021,SALMAR FARMING AS,37197,Ruggstein,medikamentell,Annet virkestoff,badebehandling,Ingen,deler av lokaliteten,,63.770084,8.476033,6240.0
41,2021,SALMAR FARMING AS,37197,Ruggstein,medikamentell,Annet virkestoff,badebehandling,Ingen,deler av lokaliteten,,63.770084,8.476033,6240.0
39,2021,SALMAR FARMING AS,37197,Ruggstein,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.770084,8.476033,6240.0
36,2021,SALMAR FARMING AS,37197,Ruggstein,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.770084,8.476033,6240.0
35,2021,SALMAR FARMING AS,37197,Ruggstein,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.770084,8.476033,6240.0
30,2021,SALMAR FARMING AS,37197,Ruggstein,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,63.770084,8.476033,6240.0
