Uke,År,Navn,Lokalitetsnummer,Lokalitetsnavn,Tiltak,Virkestoff,Type behandling,Rensefisk,Omfang,Antall,Lat,Lon,Lokalitetskapasitet
15,2021,MOWI ASA,19939,Høysteinen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,60.157417,6.050117,3120.0
10,2021,MOWI ASA,19939,Høysteinen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,60.157417,6.050117,3120.0
9,2021,MOWI ASA,19939,Høysteinen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,60.157417,6.050117,3120.0
3,2021,MOWI ASA,19939,Høysteinen,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,60.157417,6.050117,3120.0
2,2021,MOWI ASA,19939,Høysteinen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,60.157417,6.050117,3120.0
51,2020,MOWI ASA,19939,Høysteinen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,60.157417,6.050117,3120.0
47,2020,MOWI ASA,19939,Høysteinen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,60.157417,6.050117,3120.0
40,2020,MOWI ASA,19939,Høysteinen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,60.157417,6.050117,3120.0
31,2020,MOWI ASA,19939,Høysteinen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,60.157417,6.050117,3120.0
23,2020,MOWI ASA,19939,Høysteinen,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,60.157417,6.050117,3120.0
22,2021,MOWI ASA,12794,Rundklumpen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.801315,9.607583,1560.0
21,2021,MOWI ASA,12794,Rundklumpen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.801315,9.607583,1560.0
19,2021,MOWI ASA,12794,Rundklumpen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.801315,9.607583,1560.0
18,2021,MOWI ASA,12794,Rundklumpen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.801315,9.607583,1560.0
15,2021,MOWI ASA,12794,Rundklumpen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.801315,9.607583,1560.0
51,2020,MOWI ASA,12794,Rundklumpen,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,63.801315,9.607583,1560.0
48,2020,MOWI ASA,12794,Rundklumpen,medikamentell,Azamethiphos,badebehandling,Ingen,hele lokaliteten,,63.801315,9.607583,1560.0
46,2020,MOWI ASA,12794,Rundklumpen,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,63.801315,9.607583,1560.0
40,2020,MOWI ASA,12794,Rundklumpen,medikamentell,Azamethiphos,badebehandling,Ingen,hele lokaliteten,,63.801315,9.607583,1560.0
38,2020,MOWI ASA,12794,Rundklumpen,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,63.801315,9.607583,1560.0
34,2020,MOWI ASA,12794,Rundklumpen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.801315,9.607583,1560.0
33,2020,MOWI ASA,12794,Rundklumpen,medikamentell,Azamethiphos,badebehandling,Ingen,deler av lokaliteten,,63.801315,9.607583,1560.0
28,2020,MOWI ASA,12794,Rundklumpen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.801315,9.607583,1560.0
22,2020,MOWI ASA,12794,Rundklumpen,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,63.801315,9.607583,1560.0
16,2020,MOWI ASA,12794,Rundklumpen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.801315,9.607583,1560.0
14,2020,MOWI ASA,12794,Rundklumpen,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,63.801315,9.607583,1560.0
22,2021,SALMAR FARMING AS,35337,Småvær,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.896866,18.486267,5400.0
21,2021,SALMAR FARMING AS,35337,Småvær,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.896866,18.486267,5400.0
2,2021,SALMAR FARMING AS,35337,Småvær,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.896866,18.486267,5400.0
53,2020,SALMAR FARMING AS,35337,Småvær,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.896866,18.486267,5400.0
50,2020,SALMAR FARMING AS,35337,Småvær,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.896866,18.486267,5400.0
42,2020,SALMAR FARMING AS,35337,Småvær,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.896866,18.486267,5400.0
41,2020,SALMAR FARMING AS,35337,Småvær,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.896866,18.486267,5400.0
31,2020,SALMAR FARMING AS,35337,Småvær,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,69.896866,18.486267,5400.0
30,2020,SALMAR FARMING AS,35337,Småvær,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,69.896866,18.486267,5400.0
21,2021,LERØY AURORA AS,10735,Årøya,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,69.66327,20.314917,5400.0
5,2021,LERØY AURORA AS,10735,Årøya,medikamentell,Hydrogenperoksid,badebehandling,Ingen,deler av lokaliteten,,69.66327,20.314917,5400.0
41,2020,LERØY AURORA AS,10735,Årøya,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,69.66327,20.314917,5400.0
40,2020,LERØY AURORA AS,10735,Årøya,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,69.66327,20.314917,5400.0
21,2021,GRIEG SEAFOOD ROGALAND AS,14136,Hestholmen Ø,medikamentell,Teflubenzuron,fôrbehandling,Ingen,hele lokaliteten,,59.0585,5.445083,4680.0
20,2021,GRIEG SEAFOOD ROGALAND AS,14136,Hestholmen Ø,medikamentell,Teflubenzuron,fôrbehandling,Ingen,hele lokaliteten,,59.0585,5.445083,4680.0
27,2020,GRIEG SEAFOOD ROGALAND AS,14136,Hestholmen Ø,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.0585,5.445083,4680.0
17,2020,GRIEG SEAFOOD ROGALAND AS,14136,Hestholmen Ø,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.0585,5.445083,4680.0
9,2020,GRIEG SEAFOOD ROGALAND AS,14136,Hestholmen Ø,medikamentell,Hydrogenperoksid,badebehandling,Ingen,deler av lokaliteten,,59.0585,5.445083,4680.0
21,2021,MOWI ASA,10332,Trommo,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,60.08243,6.080067,3120.0
20,2021,MOWI ASA,10332,Trommo,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,60.08243,6.080067,3120.0
18,2021,MOWI ASA,10332,Trommo,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,60.08243,6.080067,3120.0
14,2021,MOWI ASA,10332,Trommo,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,60.08243,6.080067,3120.0
11,2021,MOWI ASA,10332,Trommo,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,60.08243,6.080067,3120.0
8,2021,MOWI ASA,10332,Trommo,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,60.08243,6.080067,3120.0
3,2021,MOWI ASA,10332,Trommo,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,60.08243,6.080067,3120.0
2,2021,MOWI ASA,10332,Trommo,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,60.08243,6.080067,3120.0
51,2020,MOWI ASA,10332,Trommo,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,60.08243,6.080067,3120.0
50,2020,MOWI ASA,10332,Trommo,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,60.08243,6.080067,3120.0
47,2020,MOWI ASA,10332,Trommo,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,60.08243,6.080067,3120.0
32,2020,MOWI ASA,10332,Trommo,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,60.08243,6.080067,3120.0
25,2020,MOWI ASA,10332,Trommo,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,60.08243,6.080067,3120.0
23,2020,MOWI ASA,10332,Trommo,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,60.08243,6.080067,3120.0
22,2020,MOWI ASA,10332,Trommo,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,deler av lokaliteten,,60.08243,6.080067,3120.0
20,2021,MOWI ASA,22455,Bjørlykkestranda,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,62.16655,5.5954,5460.0
19,2021,MOWI ASA,22455,Bjørlykkestranda,medikamentell,Emamectin benzoat,fôrbehandling,Ingen,hele lokaliteten,,62.16655,5.5954,5460.0
10,2020,MOWI ASA,22455,Bjørlykkestranda,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,62.16655,5.5954,5460.0
20,2021,MOWI ASA,10149,Rafdal,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.790016,6.175783,1235.0
19,2021,MOWI ASA,10149,Rafdal,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.790016,6.175783,1235.0
18,2021,MOWI ASA,10149,Rafdal,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.790016,6.175783,1235.0
17,2021,MOWI ASA,10149,Rafdal,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.790016,6.175783,1235.0
16,2021,MOWI ASA,10149,Rafdal,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.790016,6.175783,1235.0
13,2021,MOWI ASA,10149,Rafdal,medikamentell,Azamethiphos,badebehandling,Ingen,hele lokaliteten,,59.790016,6.175783,1235.0
8,2021,MOWI ASA,10149,Rafdal,medikamentell,Azamethiphos,badebehandling,Ingen,hele lokaliteten,,59.790016,6.175783,1235.0
7,2021,MOWI ASA,10149,Rafdal,medikamentell,Azamethiphos,badebehandling,Ingen,hele lokaliteten,,59.790016,6.175783,1235.0
6,2021,MOWI ASA,10149,Rafdal,medikamentell,Azamethiphos,badebehandling,Ingen,deler av lokaliteten,,59.790016,6.175783,1235.0
4,2021,MOWI ASA,10149,Rafdal,medikamentell,Azamethiphos,badebehandling,Ingen,hele lokaliteten,,59.790016,6.175783,1235.0
3,2021,MOWI ASA,10149,Rafdal,medikamentell,Azamethiphos,badebehandling,Ingen,hele lokaliteten,,59.790016,6.175783,1235.0
2,2021,MOWI ASA,10149,Rafdal,medikamentell,Azamethiphos,badebehandling,Ingen,hele lokaliteten,,59.790016,6.175783,1235.0
50,2020,MOWI ASA,10149,Rafdal,mekanisk fjerning,Ingen,Ingen,Ingen,hele lokaliteten,,59.790016,6.175783,1235.0
43,2020,MOWI ASA,10149,Rafdal,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.790016,6.175783,1235.0
42,2020,MOWI ASA,10149,Rafdal,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.790016,6.175783,1235.0
41,2020,MOWI ASA,10149,Rafdal,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.790016,6.175783,1235.0
39,2020,MOWI ASA,10149,Rafdal,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.790016,6.175783,1235.0
33,2020,MOWI ASA,10149,Rafdal,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.790016,6.175783,1235.0
30,2020,MOWI ASA,10149,Rafdal,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.790016,6.175783,1235.0
29,2020,MOWI ASA,10149,Rafdal,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.790016,6.175783,1235.0
23,2020,MOWI ASA,10149,Rafdal,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.790016,6.175783,1235.0
18,2020,MOWI ASA,10149,Rafdal,mekanisk fjerning,Ingen,Ingen,Ingen,deler av lokaliteten,,59.790016,6.175783,1235.0
